# started on Wed Jan 10 16:32:07 2018

#           time CPU                counts unit events
    58.355093145 CPU7            17,925,327      branches                                                    
    58.555729994 CPU4           314,801,708      cycles                                                      
    58.555729994 CPU5           314,799,419      cycles                                                      
    58.555729994 CPU6           314,802,313      cycles                                                      
    58.555729994 CPU7           314,800,398      cycles                                                      
    58.555729994 CPU4           235,499,482      instructions              #    3.25  insn per cycle         
    58.555729994 CPU5           234,351,161      instructions              #    3.23  insn per cycle         
    58.555729994 CPU6           234,270,837      instructions              #    3.23  insn per cycle         
    58.555729994 CPU7           234,905,646      instructions              #    3.24  insn per cycle         
    58.555729994 CPU4                     0      page-faults                                                 
    58.555729994 CPU5                     0      page-faults                                                 
    58.555729994 CPU6                     0      page-faults                                                 
    58.555729994 CPU7                     0      page-faults                                                 
    58.555729994 CPU4               147,490      LLC-load-misses                                             
    58.555729994 CPU5               147,805      LLC-load-misses                                             
    58.555729994 CPU6               153,847      LLC-load-misses                                             
    58.555729994 CPU7               147,098      LLC-load-misses                                             
    58.555729994 CPU4               156,997      branch-misses             #    3.78% of all branches        
    58.555729994 CPU5               176,060      branch-misses             #    4.24% of all branches        
    58.555729994 CPU6               156,931      branch-misses             #    3.78% of all branches        
    58.555729994 CPU7               156,322      branch-misses             #    3.76% of all branches        
    58.555729994 CPU4            18,553,532      branches                                                    
    58.555729994 CPU5            18,472,823      branches                                                    
    58.555729994 CPU6            18,456,986      branches                                                    
    58.555729994 CPU7            18,500,488      branches                                                    
    58.756418760 CPU4           312,552,482      cycles                                                      
    58.756418760 CPU5           312,554,446      cycles                                                      
    58.756418760 CPU6           312,554,050      cycles                                                      
    58.756418760 CPU7           312,550,740      cycles                                                      
    58.756418760 CPU4           233,821,449      instructions              #    3.19  insn per cycle         
    58.756418760 CPU5           232,848,013      instructions              #    3.17  insn per cycle         
    58.756418760 CPU6           232,886,444      instructions              #    3.17  insn per cycle         
    58.756418760 CPU7           233,360,698      instructions              #    3.18  insn per cycle         
    58.756418760 CPU4                     0      page-faults                                                 
    58.756418760 CPU5                     0      page-faults                                                 
    58.756418760 CPU6                     0      page-faults                                                 
    58.756418760 CPU7                     0      page-faults                                                 
    58.756418760 CPU4               147,969      LLC-load-misses                                             
    58.756418760 CPU5               146,772      LLC-load-misses                                             
    58.756418760 CPU6               151,591      LLC-load-misses                                             
    58.756418760 CPU7               146,164      LLC-load-misses                                             
    58.756418760 CPU4               155,828      branch-misses             #    3.71% of all branches        
    58.756418760 CPU5               174,974      branch-misses             #    4.16% of all branches        
    58.756418760 CPU6               155,823      branch-misses             #    3.71% of all branches        
    58.756418760 CPU7               155,254      branch-misses             #    3.69% of all branches        
    58.756418760 CPU4            18,421,836      branches                                                    
    58.756418760 CPU5            18,349,919      branches                                                    
    58.756418760 CPU6            18,348,109      branches                                                    
    58.756418760 CPU7            18,374,360      branches                                                    
    58.957087234 CPU4           303,691,274      cycles                                                      
    58.957087234 CPU5           303,692,185      cycles                                                      
    58.957087234 CPU6           303,693,622      cycles                                                      
    58.957087234 CPU7           303,694,230      cycles                                                      
    58.957087234 CPU4           227,239,219      instructions              #    3.06  insn per cycle         
    58.957087234 CPU5           226,265,829      instructions              #    3.05  insn per cycle         
    58.957087234 CPU6           226,036,110      instructions              #    3.05  insn per cycle         
    58.957087234 CPU7           226,752,074      instructions              #    3.06  insn per cycle         
    58.957087234 CPU4                     0      page-faults                                                 
    58.957087234 CPU5                     0      page-faults                                                 
    58.957087234 CPU6                     0      page-faults                                                 
    58.957087234 CPU7                     0      page-faults                                                 
    58.957087234 CPU4               143,927      LLC-load-misses                                             
    58.957087234 CPU5               142,482      LLC-load-misses                                             
    58.957087234 CPU6               150,374      LLC-load-misses                                             
    58.957087234 CPU7               141,499      LLC-load-misses                                             
    58.957087234 CPU4               151,709      branch-misses             #    3.57% of all branches        
    58.957087234 CPU5               170,003      branch-misses             #    4.00% of all branches        
    58.957087234 CPU6               151,640      branch-misses             #    3.57% of all branches        
    58.957087234 CPU7               150,855      branch-misses             #    3.55% of all branches        
    58.957087234 CPU4            17,896,921      branches                                                    
    58.957087234 CPU5            17,832,127      branches                                                    
    58.957087234 CPU6            17,819,726      branches                                                    
    58.957087234 CPU7            17,857,760      branches                                                    
    59.157742833 CPU4           321,029,754      cycles                                                      
    59.157742833 CPU5           321,033,416      cycles                                                      
    59.157742833 CPU6           321,033,107      cycles                                                      
    59.157742833 CPU7           321,033,268      cycles                                                      
    59.157742833 CPU4           240,261,805      instructions              #    3.20  insn per cycle         
    59.157742833 CPU5           239,046,397      instructions              #    3.19  insn per cycle         
    59.157742833 CPU6           239,171,927      instructions              #    3.19  insn per cycle         
    59.157742833 CPU7           239,648,196      instructions              #    3.19  insn per cycle         
    59.157742833 CPU4                     0      page-faults                                                 
    59.157742833 CPU5                     0      page-faults                                                 
    59.157742833 CPU6                     0      page-faults                                                 
    59.157742833 CPU7                     0      page-faults                                                 
    59.157742833 CPU4               150,075      LLC-load-misses                                             
    59.157742833 CPU5               150,887      LLC-load-misses                                             
    59.157742833 CPU6               154,700      LLC-load-misses                                             
    59.157742833 CPU7               150,132      LLC-load-misses                                             
    59.157742833 CPU4               159,731      branch-misses             #    3.71% of all branches        
    59.157742833 CPU5               179,470      branch-misses             #    4.17% of all branches        
    59.157742833 CPU6               159,365      branch-misses             #    3.71% of all branches        
    59.157742833 CPU7               159,355      branch-misses             #    3.71% of all branches        
    59.157742833 CPU4            18,931,481      branches                                                    
    59.157742833 CPU5            18,837,322      branches                                                    
    59.157742833 CPU6            18,840,071      branches                                                    
    59.157742833 CPU7            18,875,594      branches                                                    
    59.358489140 CPU4           303,603,820      cycles                                                      
    59.358489140 CPU5           303,585,258      cycles                                                      
    59.358489140 CPU6           303,602,657      cycles                                                      
    59.358489140 CPU7           303,601,761      cycles                                                      
    59.358489140 CPU4           224,826,621      instructions              #    2.97  insn per cycle         
    59.358489140 CPU5           223,764,407      instructions              #    2.95  insn per cycle         
    59.358489140 CPU6           223,803,477      instructions              #    2.95  insn per cycle         
    59.358489140 CPU7           224,358,802      instructions              #    2.96  insn per cycle         
    59.358489140 CPU4                     0      page-faults                                                 
    59.358489140 CPU5                     0      page-faults                                                 
    59.358489140 CPU6                     0      page-faults                                                 
    59.358489140 CPU7                     0      page-faults                                                 
    59.358489140 CPU4               142,338      LLC-load-misses                                             
    59.358489140 CPU5               141,700      LLC-load-misses                                             
    59.358489140 CPU6               147,654      LLC-load-misses                                             
    59.358489140 CPU7               141,029      LLC-load-misses                                             
    59.358489140 CPU4               149,593      branch-misses             #    3.44% of all branches        
    59.358489140 CPU5               167,852      branch-misses             #    3.86% of all branches        
    59.358489140 CPU6               149,628      branch-misses             #    3.44% of all branches        
    59.358489140 CPU7               149,101      branch-misses             #    3.43% of all branches        
    59.358489140 CPU4            17,723,525      branches                                                    
    59.358489140 CPU5            17,642,173      branches                                                    
    59.358489140 CPU6            17,641,899      branches                                                    
    59.358489140 CPU7            17,679,023      branches                                                    
    59.559266155 CPU4           291,943,062      cycles                                                      
    59.559266155 CPU5           301,106,608      cycles                                                      
    59.559266155 CPU6           301,194,981      cycles                                                      
    59.559266155 CPU7           296,718,630      cycles                                                      
    59.559266155 CPU4           220,168,214      instructions              #    2.88  insn per cycle         
    59.559266155 CPU5           226,057,058      instructions              #    2.95  insn per cycle         
    59.559266155 CPU6           224,283,034      instructions              #    2.93  insn per cycle         
    59.559266155 CPU7           223,210,678      instructions              #    2.92  insn per cycle         
    59.559266155 CPU4                     0      page-faults                                                 
    59.559266155 CPU5                     0      page-faults                                                 
    59.559266155 CPU6                     0      page-faults                                                 
    59.559266155 CPU7                     0      page-faults                                                 
    59.559266155 CPU4               138,714      LLC-load-misses                                             
    59.559266155 CPU5               140,486      LLC-load-misses                                             
    59.559266155 CPU6               148,697      LLC-load-misses                                             
    59.559266155 CPU7               139,176      LLC-load-misses                                             
    59.559266155 CPU4               148,129      branch-misses             #    3.37% of all branches        
    59.559266155 CPU5               169,716      branch-misses             #    3.86% of all branches        
    59.559266155 CPU6               150,801      branch-misses             #    3.43% of all branches        
    59.559266155 CPU7               147,201      branch-misses             #    3.35% of all branches        
    59.559266155 CPU4            17,745,091      branches                                                    
    59.559266155 CPU5            18,158,645      branches                                                    
    59.559266155 CPU6            17,713,671      branches                                                    
    59.559266155 CPU7            17,976,676      branches                                                    
    59.759998295 CPU4           306,977,365      cycles                                                      
    59.759998295 CPU5           306,978,889      cycles                                                      
    59.759998295 CPU6           306,893,094      cycles                                                      
    59.759998295 CPU7           306,892,647      cycles                                                      
    59.759998295 CPU4           229,393,560      instructions              #    2.97  insn per cycle         
    59.759998295 CPU5           228,696,377      instructions              #    2.96  insn per cycle         
    59.759998295 CPU6           228,571,018      instructions              #    2.96  insn per cycle         
    59.759998295 CPU7           229,217,946      instructions              #    2.97  insn per cycle         
    59.759998295 CPU4                     0      page-faults                                                 
    59.759998295 CPU5                     0      page-faults                                                 
    59.759998295 CPU6                     0      page-faults                                                 
    59.759998295 CPU7                     0      page-faults                                                 
    59.759998295 CPU4               144,659      LLC-load-misses                                             
    59.759998295 CPU5               143,910      LLC-load-misses                                             
    59.759998295 CPU6               149,017      LLC-load-misses                                             
    59.759998295 CPU7               143,712      LLC-load-misses                                             
    59.759998295 CPU4               172,589      branch-misses             #    3.89% of all branches        
    59.759998295 CPU5               171,642      branch-misses             #    3.87% of all branches        
    59.759998295 CPU6               152,873      branch-misses             #    3.45% of all branches        
    59.759998295 CPU7               152,684      branch-misses             #    3.44% of all branches        
    59.759998295 CPU4            18,091,362      branches                                                    
    59.759998295 CPU5            18,027,071      branches                                                    
    59.759998295 CPU6            18,020,273      branches                                                    
    59.759998295 CPU7            18,050,848      branches                                                    
    59.960760019 CPU4           320,970,083      cycles                                                      
    59.960760019 CPU5           320,971,907      cycles                                                      
    59.960760019 CPU6           320,970,603      cycles                                                      
    59.960760019 CPU7           320,998,082      cycles                                                      
    59.960760019 CPU4           239,513,706      instructions              #    3.07  insn per cycle         
    59.960760019 CPU5           238,745,783      instructions              #    3.06  insn per cycle         
    59.960760019 CPU6           238,192,662      instructions              #    3.05  insn per cycle         
    59.960760019 CPU7           238,664,005      instructions              #    3.06  insn per cycle         
    59.960760019 CPU4                     0      page-faults                                                 
    59.960760019 CPU5                     0      page-faults                                                 
    59.960760019 CPU6                     0      page-faults                                                 
    59.960760019 CPU7                     0      page-faults                                                 
    59.960760019 CPU4               150,315      LLC-load-misses                                             
    59.960760019 CPU5               150,044      LLC-load-misses                                             
    59.960760019 CPU6               157,671      LLC-load-misses                                             
    59.960760019 CPU7               155,572      LLC-load-misses                                             
    59.960760019 CPU4               175,791      branch-misses             #    3.92% of all branches        
    59.960760019 CPU5               179,367      branch-misses             #    4.00% of all branches        
    59.960760019 CPU6               160,245      branch-misses             #    3.57% of all branches        
    59.960760019 CPU7               164,320      branch-misses             #    3.66% of all branches        
    59.960760019 CPU4            18,889,234      branches                                                    
    59.960760019 CPU5            18,816,456      branches                                                    
    59.960760019 CPU6            18,777,029      branches                                                    
    59.960760019 CPU7            18,813,694      branches                                                    
    60.161477118 CPU4           301,127,506      cycles                                                      
    60.161477118 CPU5           301,126,634      cycles                                                      
    60.161477118 CPU6           301,126,090      cycles                                                      
    60.161477118 CPU7           301,096,786      cycles                                                      
    60.161477118 CPU4           225,325,573      instructions              #    2.86  insn per cycle         
    60.161477118 CPU5           224,396,282      instructions              #    2.85  insn per cycle         
    60.161477118 CPU6           224,469,372      instructions              #    2.85  insn per cycle         
    60.161477118 CPU7           224,877,896      instructions              #    2.85  insn per cycle         
    60.161477118 CPU4                     0      page-faults                                                 
    60.161477118 CPU5                     0      page-faults                                                 
    60.161477118 CPU6                     0      page-faults                                                 
    60.161477118 CPU7                     0      page-faults                                                 
    60.161477118 CPU4               141,849      LLC-load-misses                                             
    60.161477118 CPU5               140,926      LLC-load-misses                                             
    60.161477118 CPU6               145,240      LLC-load-misses                                             
    60.161477118 CPU7               140,794      LLC-load-misses                                             
    60.161477118 CPU4               150,184      branch-misses             #    3.32% of all branches        
    60.161477118 CPU5               168,456      branch-misses             #    3.72% of all branches        
    60.161477118 CPU6               149,862      branch-misses             #    3.31% of all branches        
    60.161477118 CPU7               150,071      branch-misses             #    3.31% of all branches        
    60.161477118 CPU4            17,744,681      branches                                                    
    60.161477118 CPU5            17,684,970      branches                                                    
    60.161477118 CPU6            17,690,603      branches                                                    
    60.161477118 CPU7            17,711,465      branches                                                    
#           time CPU                counts unit events
    60.362225299 CPU4           315,518,001      cycles                                                      
    60.362225299 CPU5           315,515,892      cycles                                                      
    60.362225299 CPU6           315,517,799      cycles                                                      
    60.362225299 CPU7           315,521,346      cycles                                                      
    60.362225299 CPU4           235,763,173      instructions              #    2.96  insn per cycle         
    60.362225299 CPU5           234,502,427      instructions              #    2.94  insn per cycle         
    60.362225299 CPU6           234,883,892      instructions              #    2.95  insn per cycle         
    60.362225299 CPU7           235,362,097      instructions              #    2.96  insn per cycle         
    60.362225299 CPU4                     0      page-faults                                                 
    60.362225299 CPU5                     0      page-faults                                                 
    60.362225299 CPU6                     0      page-faults                                                 
    60.362225299 CPU7                     0      page-faults                                                 
    60.362225299 CPU4               149,662      LLC-load-misses                                             
    60.362225299 CPU5               148,889      LLC-load-misses                                             
    60.362225299 CPU6               154,094      LLC-load-misses                                             
    60.362225299 CPU7               146,929      LLC-load-misses                                             
    60.362225299 CPU4               157,360      branch-misses             #    3.44% of all branches        
    60.362225299 CPU5               177,661      branch-misses             #    3.88% of all branches        
    60.362225299 CPU6               157,124      branch-misses             #    3.43% of all branches        
    60.362225299 CPU7               156,937      branch-misses             #    3.43% of all branches        
    60.362225299 CPU4            18,572,262      branches                                                    
    60.362225299 CPU5            18,496,655      branches                                                    
    60.362225299 CPU6            18,501,809      branches                                                    
    60.362225299 CPU7            18,533,184      branches                                                    
    60.562930273 CPU4           311,947,290      cycles                                                      
    60.562930273 CPU5           311,946,310      cycles                                                      
    60.562930273 CPU6           311,942,694      cycles                                                      
    60.562930273 CPU7           311,943,469      cycles                                                      
    60.562930273 CPU4           233,343,159      instructions              #    2.90  insn per cycle         
    60.562930273 CPU5           232,403,804      instructions              #    2.89  insn per cycle         
    60.562930273 CPU6           232,320,880      instructions              #    2.89  insn per cycle         
    60.562930273 CPU7           232,914,834      instructions              #    2.90  insn per cycle         
    60.562930273 CPU4                     0      page-faults                                                 
    60.562930273 CPU5                     0      page-faults                                                 
    60.562930273 CPU6                     0      page-faults                                                 
    60.562930273 CPU7                     0      page-faults                                                 
    60.562930273 CPU4               148,216      LLC-load-misses                                             
    60.562930273 CPU5               146,060      LLC-load-misses                                             
    60.562930273 CPU6               152,503      LLC-load-misses                                             
    60.562930273 CPU7               145,796      LLC-load-misses                                             
    60.562930273 CPU4               155,782      branch-misses             #    3.37% of all branches        
    60.562930273 CPU5               174,400      branch-misses             #    3.77% of all branches        
    60.562930273 CPU6               155,669      branch-misses             #    3.37% of all branches        
    60.562930273 CPU7               155,267      branch-misses             #    3.36% of all branches        
    60.562930273 CPU4            18,381,433      branches                                                    
    60.562930273 CPU5            18,313,740      branches                                                    
    60.562930273 CPU6            18,308,080      branches                                                    
    60.562930273 CPU7            18,345,905      branches                                                    
    60.763689288 CPU4           304,027,150      cycles                                                      
    60.763689288 CPU5           304,038,856      cycles                                                      
    60.763689288 CPU6           304,036,518      cycles                                                      
    60.763689288 CPU7           304,043,349      cycles                                                      
    60.763689288 CPU4           227,374,287      instructions              #    2.80  insn per cycle         
    60.763689288 CPU5           226,311,640      instructions              #    2.79  insn per cycle         
    60.763689288 CPU6           226,386,217      instructions              #    2.79  insn per cycle         
    60.763689288 CPU7           226,864,701      instructions              #    2.80  insn per cycle         
    60.763689288 CPU4                     0      page-faults                                                 
    60.763689288 CPU5                     0      page-faults                                                 
    60.763689288 CPU6                     0      page-faults                                                 
    60.763689288 CPU7                     0      page-faults                                                 
    60.763689288 CPU4               142,672      LLC-load-misses                                             
    60.763689288 CPU5               142,724      LLC-load-misses                                             
    60.763689288 CPU6               148,166      LLC-load-misses                                             
    60.763689288 CPU7               142,312      LLC-load-misses                                             
    60.763689288 CPU4               151,574      branch-misses             #    3.25% of all branches        
    60.763689288 CPU5               169,980      branch-misses             #    3.64% of all branches        
    60.763689288 CPU6               151,598      branch-misses             #    3.25% of all branches        
    60.763689288 CPU7               151,272      branch-misses             #    3.24% of all branches        
    60.763689288 CPU4            17,910,753      branches                                                    
    60.763689288 CPU5            17,841,098      branches                                                    
    60.763689288 CPU6            17,843,176      branches                                                    
    60.763689288 CPU7            17,874,570      branches                                                    
    60.964484970 CPU4           312,771,978      cycles                                                      
    60.964484970 CPU5           321,272,195      cycles                                                      
    60.964484970 CPU6           321,314,013      cycles                                                      
    60.964484970 CPU7           317,060,113      cycles                                                      
    60.964484970 CPU4           235,653,175      instructions              #    2.88  insn per cycle         
    60.964484970 CPU5           241,119,487      instructions              #    2.94  insn per cycle         
    60.964484970 CPU6           239,001,554      instructions              #    2.92  insn per cycle         
    60.964484970 CPU7           238,022,214      instructions              #    2.91  insn per cycle         
    60.964484970 CPU4                     0      page-faults                                                 
    60.964484970 CPU5                     0      page-faults                                                 
    60.964484970 CPU6                     0      page-faults                                                 
    60.964484970 CPU7                     0      page-faults                                                 
    60.964484970 CPU4               147,708      LLC-load-misses                                             
    60.964484970 CPU5               149,529      LLC-load-misses                                             
    60.964484970 CPU6               155,726      LLC-load-misses                                             
    60.964484970 CPU7               148,304      LLC-load-misses                                             
    60.964484970 CPU4               155,694      branch-misses             #    3.30% of all branches        
    60.964484970 CPU5               181,459      branch-misses             #    3.85% of all branches        
    60.964484970 CPU6               160,770      branch-misses             #    3.41% of all branches        
    60.964484970 CPU7               157,732      branch-misses             #    3.35% of all branches        
    60.964484970 CPU4            18,955,974      branches                                                    
    60.964484970 CPU5            19,402,534      branches                                                    
    60.964484970 CPU6            18,858,215      branches                                                    
    60.964484970 CPU7            19,129,553      branches                                                    
    61.165227235 CPU4           303,351,693      cycles                                                      
    61.165227235 CPU5           303,350,212      cycles                                                      
    61.165227235 CPU6           303,351,554      cycles                                                      
    61.165227235 CPU7           303,351,462      cycles                                                      
    61.165227235 CPU4           226,814,834      instructions              #    2.75  insn per cycle         
    61.165227235 CPU5           226,336,246      instructions              #    2.74  insn per cycle         
    61.165227235 CPU6           226,013,922      instructions              #    2.74  insn per cycle         
    61.165227235 CPU7           226,267,625      instructions              #    2.74  insn per cycle         
    61.165227235 CPU4                     0      page-faults                                                 
    61.165227235 CPU5                     0      page-faults                                                 
    61.165227235 CPU6                     0      page-faults                                                 
    61.165227235 CPU7                     0      page-faults                                                 
    61.165227235 CPU4               143,497      LLC-load-misses                                             
    61.165227235 CPU5               141,646      LLC-load-misses                                             
    61.165227235 CPU6               146,933      LLC-load-misses                                             
    61.165227235 CPU7               142,388      LLC-load-misses                                             
    61.165227235 CPU4               164,640      branch-misses             #    3.46% of all branches        
    61.165227235 CPU5               169,968      branch-misses             #    3.57% of all branches        
    61.165227235 CPU6               150,946      branch-misses             #    3.17% of all branches        
    61.165227235 CPU7               150,885      branch-misses             #    3.17% of all branches        
    61.165227235 CPU4            17,876,784      branches                                                    
    61.165227235 CPU5            17,848,572      branches                                                    
    61.165227235 CPU6            17,808,019      branches                                                    
    61.165227235 CPU7            17,815,226      branches                                                    
    61.365966334 CPU4           313,025,923      cycles                                                      
    61.365966334 CPU5           313,032,799      cycles                                                      
    61.365966334 CPU6           313,036,645      cycles                                                      
    61.365966334 CPU7           313,040,746      cycles                                                      
    61.365966334 CPU4           233,369,735      instructions              #    2.80  insn per cycle         
    61.365966334 CPU5           232,932,161      instructions              #    2.79  insn per cycle         
    61.365966334 CPU6           232,894,194      instructions              #    2.79  insn per cycle         
    61.365966334 CPU7           233,030,855      instructions              #    2.79  insn per cycle         
    61.365966334 CPU4                     0      page-faults                                                 
    61.365966334 CPU5                     0      page-faults                                                 
    61.365966334 CPU6                     0      page-faults                                                 
    61.365966334 CPU7                     0      page-faults                                                 
    61.365966334 CPU4               148,137      LLC-load-misses                                             
    61.365966334 CPU5               146,021      LLC-load-misses                                             
    61.365966334 CPU6               150,577      LLC-load-misses                                             
    61.365966334 CPU7               146,532      LLC-load-misses                                             
    61.365966334 CPU4               175,408      branch-misses             #    3.65% of all branches        
    61.365966334 CPU5               174,972      branch-misses             #    3.64% of all branches        
    61.365966334 CPU6               155,388      branch-misses             #    3.24% of all branches        
    61.365966334 CPU7               155,134      branch-misses             #    3.23% of all branches        
    61.365966334 CPU4            18,401,025      branches                                                    
    61.365966334 CPU5            18,363,316      branches                                                    
    61.365966334 CPU6            18,350,770      branches                                                    
    61.365966334 CPU7            18,350,521      branches                                                    
    61.566792932 CPU4           314,948,226      cycles                                                      
    61.566792932 CPU5           314,937,502      cycles                                                      
    61.566792932 CPU6           314,947,575      cycles                                                      
    61.566792932 CPU7           314,945,520      cycles                                                      
    61.566792932 CPU4           232,798,437      instructions              #    2.77  insn per cycle         
    61.566792932 CPU5           232,342,236      instructions              #    2.76  insn per cycle         
    61.566792932 CPU6           232,240,154      instructions              #    2.76  insn per cycle         
    61.566792932 CPU7           232,169,296      instructions              #    2.76  insn per cycle         
    61.566792932 CPU4                     0      page-faults                                                 
    61.566792932 CPU5                     0      page-faults                                                 
    61.566792932 CPU6                     0      page-faults                                                 
    61.566792932 CPU7                     0      page-faults                                                 
    61.566792932 CPU4               146,907      LLC-load-misses                                             
    61.566792932 CPU5               145,869      LLC-load-misses                                             
    61.566792932 CPU6               151,662      LLC-load-misses                                             
    61.566792932 CPU7               146,744      LLC-load-misses                                             
    61.566792932 CPU4               174,601      branch-misses             #    3.60% of all branches        
    61.566792932 CPU5               174,097      branch-misses             #    3.59% of all branches        
    61.566792932 CPU6               154,983      branch-misses             #    3.20% of all branches        
    61.566792932 CPU7               154,167      branch-misses             #    3.18% of all branches        
    61.566792932 CPU4            18,373,299      branches                                                    
    61.566792932 CPU5            18,341,632      branches                                                    
    61.566792932 CPU6            18,322,716      branches                                                    
    61.566792932 CPU7            18,282,104      branches                                                    
    61.767637779 CPU4           301,873,733      cycles                                                      
    61.767637779 CPU5           301,869,849      cycles                                                      
    61.767637779 CPU6           301,869,122      cycles                                                      
    61.767637779 CPU7           301,865,948      cycles                                                      
    61.767637779 CPU4           225,575,470      instructions              #    2.66  insn per cycle         
    61.767637779 CPU5           225,129,116      instructions              #    2.65  insn per cycle         
    61.767637779 CPU6           224,727,325      instructions              #    2.65  insn per cycle         
    61.767637779 CPU7           225,103,540      instructions              #    2.65  insn per cycle         
    61.767637779 CPU4                     0      page-faults                                                 
    61.767637779 CPU5                     0      page-faults                                                 
    61.767637779 CPU6                     0      page-faults                                                 
    61.767637779 CPU7                     0      page-faults                                                 
    61.767637779 CPU4               142,035      LLC-load-misses                                             
    61.767637779 CPU5               141,134      LLC-load-misses                                             
    61.767637779 CPU6               148,838      LLC-load-misses                                             
    61.767637779 CPU7               141,661      LLC-load-misses                                             
    61.767637779 CPU4               169,685      branch-misses             #    3.47% of all branches        
    61.767637779 CPU5               169,047      branch-misses             #    3.46% of all branches        
    61.767637779 CPU6               150,640      branch-misses             #    3.08% of all branches        
    61.767637779 CPU7               149,849      branch-misses             #    3.07% of all branches        
    61.767637779 CPU4            17,788,691      branches                                                    
    61.767637779 CPU5            17,745,813      branches                                                    
    61.767637779 CPU6            17,712,689      branches                                                    
    61.767637779 CPU7            17,727,723      branches                                                    
